asof_date,team_abbrev,player_name,status,details,source
2026-03-27,CLE,C. Porter,QUES,C. Porter (Ques),rotowire
2026-03-27,CLE,J. Tyson,QUES,J. Tyson (Ques),rotowire
2026-03-27,CLE,D. Wade,QUES,D. Wade (Ques),rotowire
2026-03-27,CHI,Z. Collins,OFS,Z. Collins (OFS),rotowire
2026-03-27,CHI,N. Essengue,OFS,N. Essengue (OFS),rotowire
2026-03-27,CHI,Jaden Ivey,OFS,Jaden Ivey (OFS),rotowire
2026-03-27,CHI,N. Richards,QUES,N. Richards (Ques),rotowire
2026-03-27,CHI,A. Simons,QUES,A. Simons (Ques),rotowire
2026-03-27,CHI,J. Smith,OFS,J. Smith (OFS),rotowire
2026-03-27,CHI,C. Holmgren,QUES,C. Holmgren (Ques),rotowire
2026-03-27,CHI,T. Sorber,OFS,T. Sorber (OFS),rotowire
2026-03-27,OKC,C. Holmgren,QUES,C. Holmgren (Ques),rotowire
2026-03-27,OKC,T. Sorber,OFS,T. Sorber (OFS),rotowire
2026-03-27,HOU,S. Adams,OFS,S. Adams (OFS),rotowire
2026-03-27,HOU,F. VanVleet,OUT,F. VanVleet (Out),rotowire
2026-03-27,HOU,S. Aldama,OFS,S. Aldama (OFS),rotowire
2026-03-27,HOU,K. Caldwell-Pope,OFS,K. Caldwell-Pope (OFS),rotowire
2026-03-27,HOU,B. Clarke,OFS,B. Clarke (OFS),rotowire
2026-03-27,HOU,Zach Edey,OFS,Zach Edey (OFS),rotowire
2026-03-27,HOU,T. Jerome,QUES,T. Jerome (Ques),rotowire
2026-03-27,HOU,J. Mashack,QUES,J. Mashack (Ques),rotowire
2026-03-27,HOU,Ja Morant,OFS,Ja Morant (OFS),rotowire
2026-03-27,HOU,S. Pippen,OFS,S. Pippen (OFS),rotowire
2026-03-27,HOU,J. Wells,QUES,J. Wells (Ques),rotowire
2026-03-27,MEM,S. Aldama,OFS,S. Aldama (OFS),rotowire
2026-03-27,MEM,K. Caldwell-Pope,OFS,K. Caldwell-Pope (OFS),rotowire
2026-03-27,MEM,B. Clarke,OFS,B. Clarke (OFS),rotowire
2026-03-27,MEM,Zach Edey,OFS,Zach Edey (OFS),rotowire
2026-03-27,MEM,T. Jerome,QUES,T. Jerome (Ques),rotowire
2026-03-27,MEM,J. Mashack,QUES,J. Mashack (Ques),rotowire
2026-03-27,MEM,Ja Morant,OFS,Ja Morant (OFS),rotowire
2026-03-27,MEM,S. Pippen,OFS,S. Pippen (OFS),rotowire
2026-03-27,MEM,J. Wells,QUES,J. Wells (Ques),rotowire
2026-03-27,NOP,B. McGowens,DOUBT,B. McGowens (Doubt),rotowire
2026-03-27,NOP,T. Murphy,QUES,T. Murphy (Ques),rotowire
2026-03-27,NOP,D. Murray,PROB,D. Murray (Prob),rotowire
2026-03-27,NOP,C. Hepburn,DOUBT,C. Hepburn (Doubt),rotowire
2026-03-27,NOP,T. Jackson-Davis,QUES,T. Jackson-Davis (Ques),rotowire
2026-03-27,NOP,C. Murray-Boyles,QUES,C. Murray-Boyles (Ques),rotowire
2026-03-27,NOP,I. Quickley,QUES,I. Quickley (Ques),rotowire
2026-03-27,TOR,C. Hepburn,DOUBT,C. Hepburn (Doubt),rotowire
2026-03-27,TOR,T. Jackson-Davis,QUES,T. Jackson-Davis (Ques),rotowire
2026-03-27,TOR,C. Murray-Boyles,QUES,C. Murray-Boyles (Ques),rotowire
2026-03-27,TOR,I. Quickley,QUES,I. Quickley (Ques),rotowire
2026-03-27,UTA,I. Collier,DOUBT,I. Collier (Doubt),rotowire
2026-03-27,UTA,K. George,DOUBT,K. George (Doubt),rotowire
2026-03-27,UTA,J. Jackson,OFS,J. Jackson (OFS),rotowire
2026-03-27,UTA,W. Kessler,OFS,W. Kessler (OFS),rotowire
2026-03-27,UTA,J. Nurkic,OFS,J. Nurkic (OFS),rotowire
2026-03-27,UTA,L. Markkanen,OUT,L. Markkanen (Out),rotowire
2026-03-27,WAS,C. Whitmore,OFS,C. Whitmore (OFS),rotowire
2026-03-27,WAS,T. Young,DOUBT,T. Young (Doubt),rotowire
2026-03-27,WAS,A. Davis,OUT,A. Davis (Out),rotowire
2026-03-27,WAS,K. George,OUT,K. George (Out),rotowire
2026-03-27,WAS,D. Russell,OUT,D. Russell (Out),rotowire
2026-03-27,WAS,J. Butler,OFS,J. Butler (OFS),rotowire
2026-03-27,WAS,D. Melton,PROB,D. Melton (Prob),rotowire
2026-03-27,WAS,M. Moody,OFS,M. Moody (OFS),rotowire
2026-03-27,WAS,Q. Post,QUES,Q. Post (Ques),rotowire
2026-03-27,WAS,S. Curry,OUT,S. Curry (Out),rotowire
2026-03-27,WAS,Al Horford,OUT,Al Horford (Out),rotowire
2026-03-27,GSW,J. Butler,OFS,J. Butler (OFS),rotowire
2026-03-27,GSW,D. Melton,PROB,D. Melton (Prob),rotowire
2026-03-27,GSW,M. Moody,OFS,M. Moody (OFS),rotowire
2026-03-27,GSW,Q. Post,QUES,Q. Post (Ques),rotowire
2026-03-27,GSW,S. Curry,OUT,S. Curry (Out),rotowire
2026-03-27,GSW,Al Horford,OUT,Al Horford (Out),rotowire
2026-03-27,DAL,D. Gafford,QUES,D. Gafford (Ques),rotowire
2026-03-27,DAL,K. Irving,OFS,K. Irving (OFS),rotowire
2026-03-27,DAL,D. Lively,OFS,D. Lively (OFS),rotowire
2026-03-27,DAL,C. Martin,QUES,C. Martin (Ques),rotowire
2026-03-27,DAL,K. Middleton,QUES,K. Middleton (Ques),rotowire
2026-03-27,DAL,J. Grant,QUES,J. Grant (Ques),rotowire
2026-03-27,DAL,V. Krejci,QUES,V. Krejci (Ques),rotowire
2026-03-27,DAL,D. Lillard,OFS,D. Lillard (OFS),rotowire
2026-03-27,DAL,S. Sharpe,OUT,S. Sharpe (Out),rotowire
2026-03-27,POR,J. Grant,QUES,J. Grant (Ques),rotowire
2026-03-27,POR,V. Krejci,QUES,V. Krejci (Ques),rotowire
2026-03-27,POR,D. Lillard,OFS,D. Lillard (OFS),rotowire
2026-03-27,POR,S. Sharpe,OUT,S. Sharpe (Out),rotowire
2026-03-27,BKN,Egor Demin,OFS,Egor Demin (OFS),rotowire
2026-03-27,BKN,D. Sharpe,OFS,D. Sharpe (OFS),rotowire
2026-03-27,BKN,M. Porter,OUT,M. Porter (Out),rotowire
2026-03-27,BKN,Danny Wolf,OUT,Danny Wolf (Out),rotowire
2026-03-27,BKN,M. Smart,OUT,M. Smart (Out),rotowire
2026-03-27,BKN,A. Thiero,OUT,A. Thiero (Out),rotowire
2026-03-27,LAL,M. Smart,OUT,M. Smart (Out),rotowire
2026-03-27,LAL,A. Thiero,OUT,A. Thiero (Out),rotowire
2026-03-28,CHI,C. Coward,QUES,C. Coward (Ques),rotowire
2026-03-28,MEM,C. Coward,QUES,C. Coward (Ques),rotowire
2026-03-28,DET,J. Duren,PROB,J. Duren (Prob),rotowire
2026-03-28,DET,T. Harris,PROB,T. Harris (Prob),rotowire
2026-03-28,DET,A. Thompson,PROB,A. Thompson (Prob),rotowire
2026-03-28,DET,D. Robinson,QUES,D. Robinson (Ques),rotowire
2026-03-28,SAS,Kyle Kuzma,OUT,Kyle Kuzma (Out),rotowire
2026-03-28,MIL,Kyle Kuzma,OUT,Kyle Kuzma (Out),rotowire
2026-03-28,PHI,T. Maxey,QUES,T. Maxey (Ques),rotowire
2026-03-28,PHI,K. Oubre,QUES,K. Oubre (Ques),rotowire
2026-03-28,SAC,J. Landale,QUES,J. Landale (Ques),rotowire
2026-03-28,ATL,J. Landale,QUES,J. Landale (Ques),rotowire
2026-03-28,CHI,W. Clayton,QUES,W. Clayton (Ques),rotowire
2026-03-28,CHI,J. Mashack,QUES,J. Mashack (Ques),rotowire
2026-03-28,MEM,W. Clayton,QUES,W. Clayton (Ques),rotowire
2026-03-28,MEM,J. Mashack,QUES,J. Mashack (Ques),rotowire
2026-03-28,CHI,Taj Gibson,OUT,Taj Gibson (Out),rotowire
2026-03-28,CHI,Ty Jerome,OUT,Ty Jerome (Out),rotowire
2026-03-28,MEM,Taj Gibson,OUT,Taj Gibson (Out),rotowire
2026-03-28,MEM,Ty Jerome,OUT,Ty Jerome (Out),rotowire
2026-03-28,SAS,D. Jones Garcia,OFS,D. Jones Garcia (OFS),rotowire
2026-03-28,SAS,G. Antetokounmpo,DOUBT,G. Antetokounmpo (Doubt),rotowire
2026-03-28,SAS,T. Antetokounmpo,QUES,T. Antetokounmpo (Ques),rotowire
2026-03-28,SAS,G. Harris,QUES,G. Harris (Ques),rotowire
2026-03-28,SAS,K. Kuzma,QUES,K. Kuzma (Ques),rotowire
2026-03-28,SAS,B. Portis,QUES,B. Portis (Ques),rotowire
2026-03-28,SAS,K. Porter,OUT,K. Porter (Out),rotowire
2026-03-28,MIL,G. Antetokounmpo,DOUBT,G. Antetokounmpo (Doubt),rotowire
2026-03-28,MIL,T. Antetokounmpo,QUES,T. Antetokounmpo (Ques),rotowire
2026-03-28,MIL,G. Harris,QUES,G. Harris (Ques),rotowire
2026-03-28,MIL,K. Kuzma,QUES,K. Kuzma (Ques),rotowire
2026-03-28,MIL,B. Portis,QUES,B. Portis (Ques),rotowire
2026-03-28,MIL,K. Porter,OUT,K. Porter (Out),rotowire
2026-03-28,DET,C. Cunningham,OUT,C. Cunningham (Out),rotowire
2026-03-28,DET,I. Stewart,OUT,I. Stewart (Out),rotowire
2026-03-28,DET,A. Dosunmu,QUES,A. Dosunmu (Ques),rotowire
2026-03-28,DET,A. Edwards,QUES,A. Edwards (Ques),rotowire
2026-03-28,DET,J. McDaniels,QUES,J. McDaniels (Ques),rotowire
2026-03-28,MIN,A. Dosunmu,QUES,A. Dosunmu (Ques),rotowire
2026-03-28,MIN,A. Edwards,QUES,A. Edwards (Ques),rotowire
2026-03-28,MIN,J. McDaniels,QUES,J. McDaniels (Ques),rotowire
2026-03-28,PHI,J. Broome,OUT,J. Broome (Out),rotowire
2026-03-28,PHI,T. Salaun,DOUBT,T. Salaun (Doubt),rotowire
2026-03-28,CHA,T. Salaun,DOUBT,T. Salaun (Doubt),rotowire
2026-03-28,SAC,D. Eubanks,OFS,D. Eubanks (OFS),rotowire
2026-03-28,SAC,D. Hunter,OFS,D. Hunter (OFS),rotowire
2026-03-28,SAC,Z. LaVine,OFS,Z. LaVine (OFS),rotowire
2026-03-28,SAC,D. Sabonis,OFS,D. Sabonis (OFS),rotowire
2026-03-28,SAC,I. Stevens,QUES,I. Stevens (Ques),rotowire
2026-03-28,SAC,K. Murray,OUT,K. Murray (Out),rotowire
2026-03-28,SAC,R. Westbrook,OUT,R. Westbrook (Out),rotowire
2026-03-28,SAC,D. Daniels,QUES,D. Daniels (Ques),rotowire
2026-03-28,SAC,J. Kuminga,QUES,J. Kuminga (Ques),rotowire
2026-03-28,SAC,O. Okongwu,QUES,O. Okongwu (Ques),rotowire
2026-03-28,ATL,D. Daniels,QUES,D. Daniels (Ques),rotowire
2026-03-28,ATL,J. Kuminga,QUES,J. Kuminga (Ques),rotowire
2026-03-28,ATL,O. Okongwu,QUES,O. Okongwu (Ques),rotowire
2026-03-28,CHI,Z. Collins,OFS,Z. Collins (OFS),rotowire
2026-03-28,CHI,N. Essengue,OFS,N. Essengue (OFS),rotowire
2026-03-28,CHI,Jaden Ivey,OFS,Jaden Ivey (OFS),rotowire
2026-03-28,CHI,N. Richards,QUES,N. Richards (Ques),rotowire
2026-03-28,CHI,A. Simons,DOUBT,A. Simons (Doubt),rotowire
2026-03-28,CHI,J. Smith,OFS,J. Smith (OFS),rotowire
2026-03-28,CHI,G. Yabusele,QUES,G. Yabusele (Ques),rotowire
2026-03-28,CHI,S. Aldama,OFS,S. Aldama (OFS),rotowire
2026-03-28,CHI,K. Caldwell-Pope,OFS,K. Caldwell-Pope (OFS),rotowire
2026-03-28,CHI,B. Clarke,OFS,B. Clarke (OFS),rotowire
2026-03-28,CHI,Zach Edey,OFS,Zach Edey (OFS),rotowire
2026-03-28,CHI,T. Gibson,QUES,T. Gibson (Ques),rotowire
2026-03-28,CHI,T. Hendricks,QUES,T. Hendricks (Ques),rotowire
2026-03-28,CHI,D. Jarreau,QUES,D. Jarreau (Ques),rotowire
2026-03-28,CHI,T. Jerome,QUES,T. Jerome (Ques),rotowire
2026-03-28,CHI,Ja Morant,OFS,Ja Morant (OFS),rotowire
2026-03-28,CHI,S. Pippen,OFS,S. Pippen (OFS),rotowire
2026-03-28,CHI,C. Spencer,QUES,C. Spencer (Ques),rotowire
2026-03-28,CHI,J. Wells,QUES,J. Wells (Ques),rotowire
2026-03-28,MEM,S. Aldama,OFS,S. Aldama (OFS),rotowire
2026-03-28,MEM,K. Caldwell-Pope,OFS,K. Caldwell-Pope (OFS),rotowire
2026-03-28,MEM,B. Clarke,OFS,B. Clarke (OFS),rotowire
2026-03-28,MEM,Zach Edey,OFS,Zach Edey (OFS),rotowire
2026-03-28,MEM,T. Gibson,QUES,T. Gibson (Ques),rotowire
2026-03-28,MEM,T. Hendricks,QUES,T. Hendricks (Ques),rotowire
2026-03-28,MEM,D. Jarreau,QUES,D. Jarreau (Ques),rotowire
2026-03-28,MEM,T. Jerome,QUES,T. Jerome (Ques),rotowire
2026-03-28,MEM,Ja Morant,OFS,Ja Morant (OFS),rotowire
2026-03-28,MEM,S. Pippen,OFS,S. Pippen (OFS),rotowire
2026-03-28,MEM,C. Spencer,QUES,C. Spencer (Ques),rotowire
2026-03-28,MEM,J. Wells,QUES,J. Wells (Ques),rotowire
2026-03-28,UTA,I. Collier,DOUBT,I. Collier (Doubt),rotowire
2026-03-28,UTA,K. George,DOUBT,K. George (Doubt),rotowire
2026-03-28,UTA,J. Jackson,OFS,J. Jackson (OFS),rotowire
2026-03-28,UTA,W. Kessler,OFS,W. Kessler (OFS),rotowire
2026-03-28,UTA,J. Nurkic,OFS,J. Nurkic (OFS),rotowire
2026-03-28,UTA,L. Markkanen,OUT,L. Markkanen (Out),rotowire
2026-03-28,UTA,D. Brooks,QUES,D. Brooks (Ques),rotowire
2026-03-28,UTA,A. Coffey,QUES,A. Coffey (Ques),rotowire
2026-03-28,UTA,H. Highsmith,QUES,H. Highsmith (Ques),rotowire
2026-03-28,UTA,M. Williams,QUES,M. Williams (Ques),rotowire
2026-03-28,PHX,D. Brooks,QUES,D. Brooks (Ques),rotowire
2026-03-28,PHX,A. Coffey,QUES,A. Coffey (Ques),rotowire
2026-03-28,PHX,H. Highsmith,QUES,H. Highsmith (Ques),rotowire
2026-03-28,PHX,M. Williams,QUES,M. Williams (Ques),rotowire
2026-03-29,WAS,L. Black,QUES,L. Black (Ques),rotowire
2026-03-29,WAS,B. Coulibaly,QUES,B. Coulibaly (Ques),rotowire
2026-03-29,MIA,A. Nembhard,QUES,A. Nembhard (Ques),rotowire
2026-03-29,MIA,P. Siakam,QUES,P. Siakam (Ques),rotowire
2026-03-29,MIA,T. McConnell,QUES,T. McConnell (Ques),rotowire
2026-03-29,IND,T. McConnell,QUES,T. McConnell (Ques),rotowire
2026-03-29,IND,A. Nembhard,QUES,A. Nembhard (Ques),rotowire
2026-03-29,IND,P. Siakam,QUES,P. Siakam (Ques),rotowire
2026-03-29,MIA,O. Toppin,QUES,O. Toppin (Ques),rotowire
2026-03-29,IND,O. Toppin,QUES,O. Toppin (Ques),rotowire
2026-03-29,ORL,T. Jackson-Davis,QUES,T. Jackson-Davis (Ques),rotowire
2026-03-29,TOR,T. Jackson-Davis,QUES,T. Jackson-Davis (Ques),rotowire
2026-03-29,BOS,L. McNeeley,QUES,L. McNeeley (Ques),rotowire
2026-03-29,CHA,L. McNeeley,QUES,L. McNeeley (Ques),rotowire
2026-03-29,BOS,N. Queta,PROB,N. Queta (Prob),rotowire
2026-03-29,NYK,B. Barnhizer,PROB,B. Barnhizer (Prob),rotowire
2026-03-29,OKC,B. Barnhizer,PROB,B. Barnhizer (Prob),rotowire
2026-03-29,WAS,R. Williams,PROB,R. Williams (Prob),rotowire
2026-03-29,POR,R. Williams,PROB,R. Williams (Prob),rotowire
2026-03-29,ORL,R. Barrett,QUES,R. Barrett (Ques),rotowire
2026-03-29,TOR,R. Barrett,QUES,R. Barrett (Ques),rotowire
2026-03-29,HOU,D. Murray,QUES,D. Murray (Ques),rotowire
2026-03-29,NOP,D. Murray,QUES,D. Murray (Ques),rotowire
2026-03-29,BOS,R. Harper,QUES,R. Harper (Ques),rotowire
2026-03-29,LAC,Kyle Kuzma,OUT,Kyle Kuzma (Out),rotowire
2026-03-29,MIL,Kyle Kuzma,OUT,Kyle Kuzma (Out),rotowire
2026-03-29,SAC,Malik Monk,OUT,Malik Monk (Out),rotowire
2026-03-29,SAC,Danny Wolf,OUT,Danny Wolf (Out),rotowire
2026-03-29,BKN,Danny Wolf,OUT,Danny Wolf (Out),rotowire
2026-03-29,WAS,Alex Sarr,OUT,Alex Sarr (Out),rotowire
2026-03-29,WAS,Trae Young,OUT,Trae Young (Out),rotowire
2026-03-29,WAS,Vit Krejci,OUT,Vit Krejci (Out),rotowire
2026-03-29,POR,Vit Krejci,OUT,Vit Krejci (Out),rotowire
2026-03-29,HOU,Josh Oduro,OUT,Josh Oduro (Out),rotowire
2026-03-29,NOP,Josh Oduro,OUT,Josh Oduro (Out),rotowire
2026-03-29,LAC,B. Beal,OFS,B. Beal (OFS),rotowire
2026-03-29,LAC,I. Jackson,QUES,I. Jackson (Ques),rotowire
2026-03-29,LAC,Y. Niederhauser,OFS,Y. Niederhauser (OFS),rotowire
2026-03-29,LAC,G. Antetokounmpo,DOUBT,G. Antetokounmpo (Doubt),rotowire
2026-03-29,LAC,T. Antetokounmpo,QUES,T. Antetokounmpo (Ques),rotowire
2026-03-29,LAC,G. Harris,QUES,G. Harris (Ques),rotowire
2026-03-29,LAC,K. Kuzma,QUES,K. Kuzma (Ques),rotowire
2026-03-29,LAC,K. Porter,OFS,K. Porter (OFS),rotowire
2026-03-29,LAC,B. Portis,QUES,B. Portis (Ques),rotowire
2026-03-29,LAC,R. Rollins,QUES,R. Rollins (Ques),rotowire
2026-03-29,LAC,M. Turner,QUES,M. Turner (Ques),rotowire
2026-03-29,MIL,G. Antetokounmpo,DOUBT,G. Antetokounmpo (Doubt),rotowire
2026-03-29,MIL,T. Antetokounmpo,QUES,T. Antetokounmpo (Ques),rotowire
2026-03-29,MIL,G. Harris,QUES,G. Harris (Ques),rotowire
2026-03-29,MIL,K. Kuzma,QUES,K. Kuzma (Ques),rotowire
2026-03-29,MIL,K. Porter,OFS,K. Porter (OFS),rotowire
2026-03-29,MIL,B. Portis,QUES,B. Portis (Ques),rotowire
2026-03-29,MIL,R. Rollins,QUES,R. Rollins (Ques),rotowire
2026-03-29,MIL,M. Turner,QUES,M. Turner (Ques),rotowire
2026-03-29,MIA,N. Powell,QUES,N. Powell (Ques),rotowire
2026-03-29,MIA,T. Rozier,OUT,T. Rozier (Out),rotowire
2026-03-29,MIA,J. Furphy,OFS,J. Furphy (OFS),rotowire
2026-03-29,MIA,T. Haliburton,OFS,T. Haliburton (OFS),rotowire
2026-03-29,MIA,A. Nesmith,QUES,A. Nesmith (Ques),rotowire
2026-03-29,MIA,J. Walker,QUES,J. Walker (Ques),rotowire
2026-03-29,MIA,I. Zubac,OFS,I. Zubac (OFS),rotowire
2026-03-29,IND,J. Furphy,OFS,J. Furphy (OFS),rotowire
2026-03-29,IND,T. Haliburton,OFS,T. Haliburton (OFS),rotowire
2026-03-29,IND,A. Nesmith,QUES,A. Nesmith (Ques),rotowire
2026-03-29,IND,J. Walker,QUES,J. Walker (Ques),rotowire
2026-03-29,IND,I. Zubac,OFS,I. Zubac (OFS),rotowire
2026-03-29,SAC,D. DeRozan,QUES,D. DeRozan (Ques),rotowire
2026-03-29,SAC,D. Eubanks,OFS,D. Eubanks (OFS),rotowire
2026-03-29,SAC,D. Hunter,OFS,D. Hunter (OFS),rotowire
2026-03-29,SAC,Z. LaVine,OFS,Z. LaVine (OFS),rotowire
2026-03-29,SAC,M. Monk,QUES,M. Monk (Ques),rotowire
2026-03-29,SAC,K. Murray,DOUBT,K. Murray (Doubt),rotowire
2026-03-29,SAC,D. Sabonis,OFS,D. Sabonis (OFS),rotowire
2026-03-29,SAC,I. Stevens,QUES,I. Stevens (Ques),rotowire
2026-03-29,SAC,R. Westbrook,DOUBT,R. Westbrook (Doubt),rotowire
2026-03-29,SAC,Egor Demin,OFS,Egor Demin (OFS),rotowire
2026-03-29,SAC,J. Minott,QUES,J. Minott (Ques),rotowire
2026-03-29,SAC,D. Sharpe,OFS,D. Sharpe (OFS),rotowire
2026-03-29,SAC,J. Wilson,QUES,J. Wilson (Ques),rotowire
2026-03-29,SAC,D. Wolf,DOUBT,D. Wolf (Doubt),rotowire
2026-03-29,SAC,M. Porter,OUT,M. Porter (Out),rotowire
2026-03-29,BKN,Egor Demin,OFS,Egor Demin (OFS),rotowire
2026-03-29,BKN,J. Minott,QUES,J. Minott (Ques),rotowire
2026-03-29,BKN,D. Sharpe,OFS,D. Sharpe (OFS),rotowire
2026-03-29,BKN,J. Wilson,QUES,J. Wilson (Ques),rotowire
2026-03-29,BKN,D. Wolf,DOUBT,D. Wolf (Doubt),rotowire
2026-03-29,BKN,M. Porter,OUT,M. Porter (Out),rotowire
2026-03-29,WAS,B. Carrington,QUES,B. Carrington (Ques),rotowire
2026-03-29,WAS,T. Johnson,QUES,T. Johnson (Ques),rotowire
2026-03-29,WAS,A. Sarr,QUES,A. Sarr (Ques),rotowire
2026-03-29,WAS,C. Whitmore,OFS,C. Whitmore (OFS),rotowire
2026-03-29,WAS,T. Young,DOUBT,T. Young (Doubt),rotowire
2026-03-29,WAS,A. Davis,OUT,A. Davis (Out),rotowire
2026-03-29,WAS,K. George,OUT,K. George (Out),rotowire
2026-03-29,WAS,D. Russell,OUT,D. Russell (Out),rotowire
2026-03-29,WAS,J. Grant,QUES,J. Grant (Ques),rotowire
2026-03-29,WAS,V. Krejci,QUES,V. Krejci (Ques),rotowire
2026-03-29,WAS,D. Lillard,OFS,D. Lillard (OFS),rotowire
2026-03-29,WAS,S. Sharpe,OUT,S. Sharpe (Out),rotowire
2026-03-29,POR,J. Grant,QUES,J. Grant (Ques),rotowire
2026-03-29,POR,V. Krejci,QUES,V. Krejci (Ques),rotowire
2026-03-29,POR,D. Lillard,OFS,D. Lillard (OFS),rotowire
2026-03-29,POR,S. Sharpe,OUT,S. Sharpe (Out),rotowire
2026-03-29,ORL,A. Black,DOUBT,A. Black (Doubt),rotowire
2026-03-29,ORL,J. Isaac,DOUBT,J. Isaac (Doubt),rotowire
2026-03-29,ORL,F. Wagner,QUES,F. Wagner (Ques),rotowire
2026-03-29,ORL,J. Battle,QUES,J. Battle (Ques),rotowire
2026-03-29,ORL,C. Hepburn,DOUBT,C. Hepburn (Doubt),rotowire
2026-03-29,ORL,B. Ingram,QUES,B. Ingram (Ques),rotowire
2026-03-29,ORL,C. Murray-Boyles,QUES,C. Murray-Boyles (Ques),rotowire
2026-03-29,ORL,I. Quickley,QUES,I. Quickley (Ques),rotowire
2026-03-29,TOR,J. Battle,QUES,J. Battle (Ques),rotowire
2026-03-29,TOR,C. Hepburn,DOUBT,C. Hepburn (Doubt),rotowire
2026-03-29,TOR,B. Ingram,QUES,B. Ingram (Ques),rotowire
2026-03-29,TOR,C. Murray-Boyles,QUES,C. Murray-Boyles (Ques),rotowire
2026-03-29,TOR,I. Quickley,QUES,I. Quickley (Ques),rotowire
2026-03-29,BOS,J. Brown,QUES,J. Brown (Ques),rotowire
2026-03-29,BOS,D. White,QUES,D. White (Ques),rotowire
2026-03-29,BOS,N. Vucevic,OUT,N. Vucevic (Out),rotowire
2026-03-29,BOS,T. Salaun,DOUBT,T. Salaun (Doubt),rotowire
2026-03-29,BOS,G. Williams,PROB,G. Williams (Prob),rotowire
2026-03-29,CHA,T. Salaun,DOUBT,T. Salaun (Doubt),rotowire
2026-03-29,CHA,G. Williams,PROB,G. Williams (Prob),rotowire
2026-03-29,HOU,S. Adams,OFS,S. Adams (OFS),rotowire
2026-03-29,HOU,F. VanVleet,OUT,F. VanVleet (Out),rotowire
2026-03-29,HOU,H. Dickinson,QUES,H. Dickinson (Ques),rotowire
2026-03-29,HOU,B. McGowens,DOUBT,B. McGowens (Doubt),rotowire
2026-03-29,HOU,T. Murphy,QUES,T. Murphy (Ques),rotowire
2026-03-29,HOU,J. Oduro,QUES,J. Oduro (Ques),rotowire
2026-03-29,NOP,H. Dickinson,QUES,H. Dickinson (Ques),rotowire
2026-03-29,NOP,B. McGowens,DOUBT,B. McGowens (Doubt),rotowire
2026-03-29,NOP,T. Murphy,QUES,T. Murphy (Ques),rotowire
2026-03-29,NOP,J. Oduro,QUES,J. Oduro (Ques),rotowire
2026-03-29,NYK,M. McBride,QUES,M. McBride (Ques),rotowire
2026-03-29,NYK,K. McCullar,QUES,K. McCullar (Ques),rotowire
2026-03-29,NYK,L. Shamet,QUES,L. Shamet (Ques),rotowire
2026-03-29,NYK,T. Sorber,OFS,T. Sorber (OFS),rotowire
2026-03-29,OKC,T. Sorber,OFS,T. Sorber (OFS),rotowire
2026-03-29,GSW,J. Butler,OFS,J. Butler (OFS),rotowire
2026-03-29,GSW,M. Moody,OFS,M. Moody (OFS),rotowire
2026-03-29,GSW,Q. Post,QUES,Q. Post (Ques),rotowire
2026-03-29,GSW,S. Curry,OUT,S. Curry (Out),rotowire
2026-03-29,GSW,Al Horford,OUT,Al Horford (Out),rotowire
2026-03-29,GSW,W. Richard,OUT,W. Richard (Out),rotowire
2026-03-29,GSW,C. Johnson,QUES,C. Johnson (Ques),rotowire
2026-03-29,GSW,A. Gordon,QUES,A. Gordon (Ques),rotowire
2026-03-29,GSW,S. Jones,QUES,S. Jones (Ques),rotowire
2026-03-29,GSW,Z. Nnaji,QUES,Z. Nnaji (Ques),rotowire
2026-03-29,DEN,A. Gordon,QUES,A. Gordon (Ques),rotowire
2026-03-29,DEN,C. Johnson,QUES,C. Johnson (Ques),rotowire
2026-03-29,DEN,S. Jones,QUES,S. Jones (Ques),rotowire
2026-03-29,DEN,Z. Nnaji,QUES,Z. Nnaji (Ques),rotowire
2026-03-30,WAS,B. Carrington,QUES,B. Carrington (Ques),rotowire
2026-03-30,WAS,T. Johnson,QUES,T. Johnson (Ques),rotowire
2026-03-30,WAS,T. Young,DOUBT,T. Young (Doubt),rotowire
2026-03-30,PHI,P. Larsson,PROB,P. Larsson (Prob),rotowire
2026-03-30,MIA,P. Larsson,PROB,P. Larsson (Prob),rotowire
2026-03-30,BOS,D. White,PROB,D. White (Prob),rotowire
2026-03-30,CHI,Jaden Ivey,OFS,Jaden Ivey (OFS),rotowire
2026-03-30,PHI,T. Herro,PROB,T. Herro (Prob),rotowire
2026-03-30,MIA,T. Herro,PROB,T. Herro (Prob),rotowire
2026-03-30,CHI,G. Yabusele,QUES,G. Yabusele (Ques),rotowire
2026-03-30,MIN,A. Edwards,QUES,A. Edwards (Ques),rotowire
2026-03-30,MIN,D. Gafford,PROB,D. Gafford (Prob),rotowire
2026-03-30,DAL,D. Gafford,PROB,D. Gafford (Prob),rotowire
2026-03-30,PHX,W. Clayton,QUES,W. Clayton (Ques),rotowire
2026-03-30,PHX,D. Jarreau,QUES,D. Jarreau (Ques),rotowire
2026-03-30,MEM,W. Clayton,QUES,W. Clayton (Ques),rotowire
2026-03-30,MEM,D. Jarreau,QUES,D. Jarreau (Ques),rotowire
2026-03-30,CLE,C. Porter,PROB,C. Porter (Prob),rotowire
2026-03-30,BOS,Ron Harper,OUT,Ron Harper (Out),rotowire
2026-03-30,PHX,Taj Gibson,OUT,Taj Gibson (Out),rotowire
2026-03-30,PHX,Ty Jerome,OUT,Ty Jerome (Out),rotowire
2026-03-30,MEM,Taj Gibson,OUT,Taj Gibson (Out),rotowire
